serial_no,race,education,income,gender,age
0289607,47,03,,1,10
0289607,47,02,,1,05
0289653,47,09,000000,2,75
0289679,47,09,000000,2,26
0289679,47,02,,2,06
0289679,47,00,,1,02
0289863,47,13,088000,1,47
0289863,47,11,000000,2,47
0289863,47,11,000000,1,23
0289863,47,11,000000,2,20
0290056,37,09,000000,1,25
0290064,47,11,021500,1,22
0290098,47,05,000000,2,82
0290212,47,10,031000,2,59
0290274,47,13,096000,1,47
0290274,47,14,025300,2,52
0290274,47,04,,2,14
0290591,37,09,050000,1,50
0290591,37,13,045000,1,45
0290660,37,04,000000,2,59
0290660,37,11,000000,2,36
0290661,47,13,342000,1,40
0290661,47,09,000000,2,40
0290661,47,03,,2,11
0290661,47,02,,2,07
0290661,47,02,,1,07
0290661,47,02,,1,04
0290665,47,11,004000,2,21
0290766,47,09,005600,1,67
0290766,47,09,000000,2,66
0290777,47,13,125000,1,45
0290777,47,14,064000,2,45
0290777,47,10,000000,1,18
0290777,47,04,,1,14
0290777,47,03,,1,12
0290777,47,02,,1,07
0290824,47,11,056000,1,46
0290858,47,09,000000,2,75
0290906,47,05,000000,2,80
0290990,37,14,039400,1,46
0290990,37,14,052000,2,47
0290990,37,04,,1,14
0290990,37,04,,1,12
0291075,37,09,000700,2,45
0291075,37,07,007900,1,21
0291075,37,10,000000,1,52
0291087,47,09,000000,1,59
0291087,47,02,,1,10
0291107,47,09,053000,1,53
0291107,47,10,009100,2,51
0291300,47,14,090000,1,64
0291300,47,11,024000,1,27
0291300,47,09,000000,2,86
0291334,47,11,039000,1,32
0291334,47,11,040000,2,34
0291334,47,00,,2,02
0291334,47,00,,1,01
0291398,47,09,077000,1,57
0291398,47,13,101000,2,49
0291513,47,09,056000,1,41
0291513,47,09,031600,2,38
0291513,47,09,028200,2,22
0291513,47,06,002900,2,17
0291513,47,06,000000,2,17
0291617,47,13,000000,1,35
0291617,47,13,000000,2,33
0291617,47,01,,1,05
0291617,47,01,,1,03
0291617,47,00,,1,00
0291730,47,04,017300,2,93
0291772,47,09,000000,1,45
0291772,47,09,020200,2,44
0291772,47,09,004800,2,18
0291773,47,11,007000,2,19
0291777,47,10,043000,2,43
0291777,47,10,059000,1,42
0291777,47,02,,1,09
0291777,47,02,,1,06
0291966,47,10,006200,2,34
0291998,01,09,000000,2,41
0291998,01,11,000000,2,23
0291998,01,04,,2,13
0291998,01,01,,2,03
0292033,47,10,043300,2,78
0292093,47,03,000000,2,80
0292163,37,11,015200,2,47
0292163,37,06,001300,2,17
0292202,47,07,018000,1,39
0292495,37,09,031300,1,34
0292495,37,11,034000,2,33
0292495,37,02,,1,04
0292495,37,00,,2,02
0292495,37,02,,1,07
0292633,47,12,035000,2,56
0292769,37,10,012800,2,50
0292814,47,13,060000,2,40
0292861,47,09,000000,1,81
0292861,47,09,028600,1,44
0292861,47,08,002400,1,18
0292867,47,11,069000,1,58
0292867,47,12,000000,2,55
0292867,47,09,002500,1,20
0292953,47,10,055000,1,61
0292953,47,10,020000,2,46
0292953,47,05,000000,1,15
0292953,47,03,,1,10
0292961,47,09,093000,1,49
0292961,47,09,046200,2,57
0292961,47,06,006000,1,19
0292961,47,09,019400,1,23
0293265,47,11,040000,2,52
0293265,47,06,000900,1,16
0293265,47,04,000000,2,15
0293287,47,10,035000,1,61
0293287,47,10,020000,2,59
0293289,47,10,000000,1,74
0293289,47,09,000000,2,54
0293289,47,08,012000,2,20
0293289,47,08,010000,2,20
0293289,37,00,,1,02
0293382,47,09,027000,2,35
0293382,47,02,,2,11
0293382,47,02,,2,08
0293671,47,04,000000,1,87
0293703,47,13,031200,1,60
0293703,47,13,039900,2,27
0293703,47,04,000000,2,83
0293703,47,02,,1,08
0293744,47,13,032800,2,26
0293803,47,09,030000,1,26
0293803,47,11,023800,2,24
0293803,47,01,,1,05
0293838,47,13,055000,1,46
0293838,47,07,020500,2,41
0293838,47,03,,2,10
0293838,47,01,,2,08
0293839,47,13,000000,1,53
0293839,47,11,000000,2,52
0294010,47,13,000000,1,40
0294010,47,02,,2,10
0294010,47,02,,2,08
0294090,47,14,090000,1,48
0294090,47,13,000000,2,41
0294090,47,04,,1,13
0294090,47,03,,2,11
0294090,47,02,,2,09
0294090,47,11,000000,2,53
0294090,47,13,023000,2,44
0294125,37,14,050000,1,49
0294138,37,11,012800,1,68
0294138,37,10,000000,2,65
0294138,37,09,000000,2,93
0294161,47,15,342000,1,42
0294161,47,14,000000,2,41
0294161,47,03,,1,12
0294161,47,02,,1,08
0294161,47,02,,2,08
0294204,47,05,000000,2,80
0294222,47,13,034000,1,28
0294260,37,09,000000,2,72
0294308,47,13,052000,2,28
0294308,47,13,041000,1,28
0294337,47,09,053000,1,44
0294337,47,09,026000,2,39
0294337,47,09,004000,2,21
0294337,47,09,000000,1,18
0294337,47,07,007000,2,18
0294337,47,07,009800,2,17
0294352,47,09,000000,2,88
0294445,47,14,000000,2,71
0294480,47,09,024900,2,26
0294628,47,09,030000,1,22
0294628,47,01,,2,03
0294628,47,00,,1,00
0294628,47,09,030000,2,25
0294782,47,13,018000,1,65
0294782,47,13,000000,2,64
0294868,47,13,068000,1,51
0294868,47,09,025000,2,48
0294868,47,09,000000,2,81
0294909,47,13,098000,1,34
0294909,47,13,010300,2,35
0294909,47,00,,1,00
0294909,47,00,,1,00
0294959,47,09,000000,1,78
0295015,47,13,062000,1,44
0295015,47,12,000000,2,38
0295015,47,04,,1,13
0295015,47,03,,2,11
0295015,47,02,,2,09
0295123,28,13,105000,1,55
0295123,15,13,003000,2,58
0295191,47,07,115000,1,36
0295191,47,09,032000,2,31
0295311,47,14,042000,2,30
0295311,47,13,044700,1,31
0295476,47,14,059000,2,50
0295604,47,13,085000,1,52
0295604,47,11,000000,2,50
0295604,47,11,000000,1,27
0295604,47,13,030000,2,25
0295705,47,10,029000,2,31
0295740,47,04,000000,1,47
0295741,47,11,014300,1,23
0295741,47,10,005200,2,21
0295741,47,00,,1,00
0295793,47,09,000000,2,89
0296009,47,10,040000,1,44
0296009,47,13,015000,2,53
0296009,47,07,000000,1,17
0296164,47,09,000000,1,81
0296164,47,01,000180,2,77
0296376,47,04,000000,1,87
0296397,47,13,000000,1,74
0296397,47,09,000000,2,74
0296422,47,03,044000,1,61
0296422,47,03,000000,2,58
0296422,47,09,025000,2,33
0296422,47,03,000000,1,72
0296443,47,14,054000,2,42
0296443,47,15,110000,1,43
0296443,47,02,,1,10
0296443,47,03,,1,10
0296477,47,13,072000,1,33
0296477,47,13,040000,2,40
0296477,47,00,,1,00
0296520,01,09,000000,1,23
0296520,01,11,012000,2,21
0296520,01,00,,1,02
0296520,47,00,,1,00
0296666,47,15,150000,2,33
0296688,37,09,007400,1,31
0296781,47,13,026000,2,29
0296781,47,09,045600,1,43
0296791,47,12,027000,1,27
0296791,47,13,019000,2,23
0296811,47,10,007200,1,37
0296811,47,12,059000,2,32
0296811,47,02,,2,07
0296811,47,03,,1,12
0296906,47,12,047000,1,48
0296906,47,11,018000,2,48
0296906,47,06,002700,2,17
0296971,47,09,020000,1,36
0296971,47,09,000000,2,28
0296971,47,02,,1,03
0296971,47,00,,2,02
0296996,47,05,000000,2,72
0296996,47,09,000000,1,48
0296996,47,11,023700,1,34
0296996,47,05,000000,1,76
0297145,47,11,055000,1,44
0297145,47,11,000000,2,40
0297145,47,02,,2,10
0297145,47,02,,1,07
0297232,01,05,006000,1,57
0297287,37,07,000000,2,31
0297307,47,13,065000,1,27
0297307,47,07,005800,2,27
0297307,47,01,,2,04
0297400,01,05,015000,2,45
0297400,01,05,000000,1,15
0297400,01,01,,1,03
0297469,47,09,014000,1,61
0297469,47,09,000000,2,57
0297549,47,16,000000,1,57
0297555,47,13,064000,1,50
0297555,47,09,035900,2,51
0297555,47,11,040700,1,26
0297555,47,09,028000,2,25
0297662,47,11,000000,1,66
0297662,47,09,027000,1,40
0297662,47,09,342000,1,65
0297697,47,09,000000,2,33
0297697,47,09,005600,1,18
0297697,47,04,,2,13
0297697,47,02,,1,10
0297728,47,09,000000,2,93
0297815,47,09,040000,1,51
0297815,47,11,031000,2,45
0297815,47,07,002000,2,17
0297889,47,09,000000,1,82
0297916,47,13,050000,1,33
0297916,47,13,005000,2,27
0297958,47,11,050000,1,44
0297958,47,13,025000,2,42
0297958,47,04,,2,13
0297958,47,02,,1,09
0297966,47,09,042000,1,41
0297966,47,13,042000,2,32
0297990,20,15,042000,1,39
0297990,47,13,032000,2,28
0298075,47,14,045000,2,51
0298075,47,13,100000,1,57
0298090,47,14,078000,1,35
0298090,47,13,080000,2,37
0298090,47,02,,1,07
0298090,47,01,,1,04
0298119,47,11,068000,1,35
0298119,47,09,010400,2,37
0298119,47,02,,1,06
0298119,47,02,,1,06
0298177,37,13,015000,2,23
0298191,47,09,028000,1,30
0298191,48,09,030000,2,27
0298191,47,02,,2,04
0298199,47,09,083000,1,45
0298199,47,14,065000,2,49
0298205,47,09,000000,1,36
0298205,47,09,000000,2,32
0298205,47,02,,1,08
0298205,47,02,,2,06
0298260,47,11,035000,2,62
0298314,47,14,087000,1,45
0298492,47,12,079000,1,50
0298492,47,13,068000,2,38
0298492,47,02,,1,10
0298492,47,01,,2,04
0298573,47,14,000000,2,76
0298573,47,09,025000,1,44
0298589,47,13,342000,1,43
0298589,47,13,005000,2,43
0298589,47,05,000000,2,15
0298589,47,04,,1,13
0298589,47,02,,2,05
0298590,47,10,000000,1,74
0298590,47,11,000000,2,81
0298639,37,09,000000,1,39
0298646,37,09,000000,1,19
0298662,47,13,051000,1,33
0298662,47,13,049000,2,32
0298662,47,02,,1,06
0298662,47,02,,2,04
0298755,47,13,001500,2,46
0298802,01,09,004000,2,36
0298802,01,15,015000,1,25
0298802,01,07,000000,2,17
0298802,01,06,000270,2,16
0298802,01,03,,2,12
0299020,47,13,000000,2,87
0299020,47,11,000000,2,80
0299020,47,09,000000,1,93
0299022,47,09,082000,1,54
0299055,47,13,140000,1,54
0299055,47,11,015000,2,41
0299055,47,03,,1,13
0299071,47,09,000000,1,82
0299071,47,11,000000,2,81
0299084,37,09,017900,2,63
0299141,47,13,073000,1,42
0299284,37,10,000000,2,51
0299304,47,11,140000,1,54
0299304,47,09,023000,2,52
0299553,37,10,000000,2,32
0299553,37,02,,1,09
0299553,37,02,,1,05
0299553,37,01,,1,03
0299553,37,00,,1,01
0299553,37,00,,1,01
0299644,01,05,025000,2,24
0299776,47,13,061000,1,45
0299776,47,06,000830,1,17
0299778,47,05,032000,1,37
0299778,47,09,000000,2,37
0299778,47,11,001500,1,19
0299778,47,06,000910,1,17
0299778,47,09,000000,1,82
0299778,47,09,017600,2,60
0299822,47,09,055000,1,43
0299822,47,08,030000,2,53
0299822,47,02,,2,10
0299833,47,09,000000,1,65
0299833,47,05,000000,2,65
0299861,47,07,006100,1,59
0299861,47,07,007000,2,55
0299887,47,12,050000,2,46
0299915,47,13,007900,1,66
0299915,47,14,060000,2,70
0299946,47,11,000000,1,63
0299946,47,10,000000,2,58
0300010,47,13,000000,1,47
0300010,47,09,029000,2,46
0300062,47,16,033000,1,36
0300062,47,16,017000,2,36
0300062,47,01,,1,04
0300103,47,13,023000,1,38
0300115,37,09,000000,1,49
0300248,47,11,034100,2,54
0300248,47,13,342000,1,53
0300294,47,11,056000,2,38
0300294,47,02,,2,11
0300294,47,02,,1,06
0300294,47,14,000000,1,67
0300294,47,14,000070,2,66
0300294,47,09,000000,2,19
0300440,47,14,058000,1,39
0300440,47,13,036000,2,39
0300440,47,02,,2,09
0300440,47,02,,2,07
0300440,47,02,,1,04
0300471,37,07,024000,1,62
0300471,37,09,014000,2,61
0300471,37,11,004000,2,26
0300471,37,08,032000,2,30
0300471,37,11,000700,2,22
0300471,37,02,,1,04
0300471,37,00,,2,00
0300471,37,01,000000,1,57
0300483,47,09,000000,1,74
0300483,47,11,003000,2,69
0300498,47,10,000000,2,37
0300594,47,09,000000,1,77
0300594,47,09,000000,2,76
0300594,47,13,032000,1,37
0300600,47,09,000000,2,58
0300659,47,10,003800,1,18
0300659,47,12,014000,1,18
0300659,47,09,006200,1,18
0300696,47,13,076000,1,52
0300696,47,13,004700,2,52
0300696,47,11,001700,2,20
0300730,47,09,047000,1,32
0300730,47,12,027800,2,32
0300730,47,02,,2,07
0300730,47,01,,2,03
0300768,47,09,070000,1,54
0300768,47,12,044900,2,53
0300815,47,11,020000,1,64
0300815,47,11,035000,2,48
0300815,47,07,001600,1,18
0300815,47,02,,2,08
0300950,47,09,088000,1,59
0300950,47,09,014200,2,54
0300964,47,09,000000,1,64
0301005,47,14,062000,2,53
0301005,47,09,023000,1,42
0301133,47,09,003600,2,70
0301133,47,09,000000,1,72
0301175,47,08,000000,2,75
0301237,47,13,112000,1,46
0301237,47,09,013300,2,43
0301237,47,06,001500,1,16
0301237,47,03,,2,13
0301244,47,11,003000,2,19
0301314,47,09,050000,1,37
0301382,47,13,054000,2,46
0301382,47,04,,2,14
0301382,47,03,,1,12
0301446,46,11,070000,1,44
0301446,46,14,126000,2,42
0301446,46,09,000000,1,18
0301451,47,11,030000,2,39
0301559,47,10,000000,2,56
0301559,47,14,099000,1,60
0301588,47,11,045000,2,58
0301588,47,09,000000,1,27
0301588,47,09,038000,2,52
0301669,47,12,000000,1,54
0301669,47,11,024000,2,56
0301739,47,09,000000,2,45
0301750,01,09,000000,2,33
0301750,01,03,,2,13
0301750,01,02,,2,10
0301750,01,01,,2,05
0301750,01,01,,2,05
0301849,07,13,073000,1,34
0301849,47,13,015400,2,34
0301871,47,12,054000,1,41
0301871,47,11,112000,2,41
0301871,47,01,,1,06
0301917,47,09,000000,1,71
0301917,47,09,000000,2,62
0302040,47,13,116000,1,49
0302040,47,12,000000,2,49
0302040,47,06,001100,2,17
0302040,47,04,000000,1,15
0302040,47,03,,2,13
0302068,47,04,000000,2,93
0302087,47,10,031000,1,35
0302123,47,11,044000,2,51
0302123,47,13,023000,1,49
0302230,47,11,032000,2,34
0302230,47,02,,2,09
0302393,47,09,000000,2,84
0302395,47,11,036000,2,36
0302498,47,11,094000,1,39
0302498,47,13,077000,2,35
0302498,47,00,,1,02
0302522,47,04,000000,2,46
0302522,47,09,040000,1,52
0302522,47,00,,2,02
0302522,47,04,000000,1,15
0302522,47,00,,2,01
0302528,47,15,019000,2,53
0302528,66,12,048000,1,52
0302615,47,09,005000,2,70
0302615,47,09,041800,2,60
0302615,47,13,010400,1,52
0302644,01,09,020000,1,24
0302644,01,11,018000,2,25
0302644,01,01,,2,07
0302644,01,00,,2,02
0302644,01,00,,1,00
0302665,47,09,000000,1,73
0302665,47,06,000000,2,70
0302791,47,14,103000,1,41
0302791,47,10,012000,2,40
0302812,47,13,017500,1,67
0302812,47,13,000000,2,68
0302821,47,09,069000,2,44
0302821,47,10,027500,2,21
0302821,47,05,000000,1,15
0302821,47,01,,1,04
0302850,47,09,028300,1,61
0302850,47,09,012000,2,57
0302850,47,12,037000,1,34
0302850,47,09,000000,2,32
0302850,47,01,,2,09
0302850,47,01,,1,05
0302850,47,01,,2,03
0302850,47,09,036000,1,43
0302876,01,09,007000,1,52
0302905,47,09,000000,1,69
0303011,47,09,090000,1,57
0303011,47,09,032600,2,57
0303104,47,13,000000,1,49
0303104,47,10,025800,2,44
0303126,47,09,000000,1,78
0303249,47,09,063000,1,60
0303249,47,10,013400,2,58
0303274,47,14,032000,2,41
0303274,47,08,004300,1,17
0303274,47,04,000000,2,15
0303274,47,02,,1,09
0303468,37,06,000000,2,28
0303563,12,11,001200,2,20
0303567,47,10,060000,1,56
0303567,47,13,021000,2,55
0303567,47,07,003400,2,17
0303567,47,05,000000,2,15
0303573,47,10,014800,2,74
0303573,47,13,037000,1,30
0303599,47,15,055000,1,42
0303599,47,15,000000,2,53
0303599,47,03,,1,13
0303599,47,03,,2,13
0303639,47,13,033000,1,47
0303708,47,11,012500,1,41
0303708,47,09,010000,2,39
0303708,47,10,010000,2,18
0303708,47,09,012000,1,16
0303801,47,15,342000,1,59
0303801,47,15,010000,2,53
0303801,47,03,,1,13
0303802,47,09,000000,2,41
0303802,47,14,073000,1,52
0303880,47,09,000000,1,82
0303880,47,09,000000,2,74
0303880,47,08,000000,1,71
0304037,47,10,012000,2,40
0304037,47,01,,1,04
0304135,47,10,055000,1,33
0304135,47,12,004000,2,31
0304135,47,01,,1,03
0304135,47,00,,2,01
0304150,01,12,022000,2,40
0304150,01,08,014000,1,19
0304150,01,02,,1,11
0304150,01,02,,1,07
0304150,01,01,,2,05
0304234,47,14,342000,2,56
0304332,47,13,008100,2,65
0304332,47,11,040200,1,40
0304334,47,02,000000,1,76
0304451,47,12,030000,2,28
0304451,47,02,,1,07
0304589,47,13,140000,1,46
0304589,47,14,000000,2,44
0304589,47,03,,1,11
0304589,47,02,,1,07
0304773,47,09,000000,2,24
0304773,47,11,070000,2,34
0304773,47,09,018000,2,33
0304773,47,09,006200,1,19
0304773,47,09,000000,1,18
0304823,47,13,013300,1,23
0304876,37,09,036200,1,44
0304876,48,12,006700,2,30
0304876,37,04,000000,1,15
0304962,37,13,049500,2,40
0305115,47,13,037000,1,58
0305164,47,04,000000,2,85
0305241,28,13,055000,1,26
0305241,28,13,000000,2,24
0305258,48,11,000000,1,67
0305258,48,09,000000,2,76
0305435,47,13,000000,1,80
0305435,47,09,000000,2,77
0305526,47,09,025600,1,45
0305526,47,09,006500,2,39
0305526,47,04,,2,14
0305567,47,07,005900,1,21
0305567,47,00,,1,01
0305567,47,09,001400,2,21
0305614,37,03,,2,12
0305636,47,09,033000,1,59
0305636,47,10,036400,2,56
0305636,47,09,033000,1,30
0305649,47,12,040000,1,47
0305649,47,09,021900,2,47
0305649,47,07,000600,1,21
0305649,47,10,003000,1,18
0305698,37,06,000000,1,52
0305698,37,09,021800,2,48
0305763,47,12,043700,1,36
0305849,47,13,000000,1,70
0305849,47,13,000000,2,74
0305860,47,12,020000,1,51
0305860,47,08,016900,2,48
0305860,47,07,007500,1,19
0305860,47,06,000000,2,16
0305860,37,03,,1,11
0305922,47,14,000000,1,83
0305922,47,09,000000,2,81
0306003,47,11,029000,2,46
0306003,47,04,000000,1,15
0306003,47,06,000000,1,45
0306258,47,16,014000,2,41
0306258,47,16,000000,2,44
0306387,47,14,009000,1,62
0306387,47,14,005000,2,60
0306652,47,04,000000,1,67
0306652,47,06,000000,2,56
0306652,47,04,,2,12
0306718,47,05,015600,2,20
0306718,47,04,012500,2,28
0306718,47,09,015000,1,30
0306718,47,05,016600,1,28
0306718,47,05,010700,2,26
0306743,37,07,000000,2,39
0306783,47,16,085000,1,32
0306783,47,14,030400,2,35
0306803,47,14,100000,2,41
0306803,47,11,000000,1,38
0306803,47,02,,2,03
0306803,47,00,,2,02
0306883,48,05,000480,1,24
0306883,47,07,003000,2,23
0306883,48,01,,1,06
0306883,48,01,,2,05
0306883,48,01,,1,03
0306883,47,00,,2,00
0306917,11,13,015000,2,45
0307007,37,09,000000,2,71
0307007,37,09,000900,1,42
0307007,37,09,002000,1,20
0307007,37,05,000000,1,17
0307266,47,11,000000,1,50
0307266,47,09,027600,2,46
0307314,47,01,032000,1,49
0307415,47,13,050000,1,33
0307415,47,13,012000,2,36
0307415,47,03,,1,13
0307415,47,02,,1,10
0307415,47,02,,2,08
0307415,47,02,,2,07
0307434,01,07,043100,1,45
0307434,01,09,041000,2,32
0307434,01,04,,1,14
0307434,01,02,,1,11
0307445,47,12,040000,1,33
0307445,47,02,,1,08
0307445,47,12,072000,1,48
0307501,01,09,007000,1,21
0307538,47,09,001500,1,22
0307538,47,00,,1,01
0307538,47,00,,1,00
0307538,47,10,025000,2,22
0307589,37,09,000000,1,80
0307609,47,09,000000,1,67
0307609,47,09,000000,2,82
0307738,47,16,065000,2,35
0307742,47,09,032400,1,51
0307742,47,09,010400,1,50
0307754,37,07,000000,1,72
0307754,37,03,000000,2,67
0307871,47,11,016400,1,28
0307871,47,12,000000,2,26
0307871,47,01,,2,05
0307871,47,00,,2,02
0307871,47,00,,2,01
0307873,47,11,000000,1,44
0307908,47,11,040000,1,33
0308076,47,09,012500,1,64
0308107,01,04,018300,1,42
0308107,01,03,013200,2,44
0308118,47,04,015300,2,41
0308118,47,11,014500,1,20
0308118,47,04,,1,13
0308350,37,04,000000,2,16
0308433,47,09,053000,1,50
0308433,47,09,000000,2,46
0308433,47,06,000000,2,15
0308433,47,04,,2,12
0308434,37,16,069000,1,43
0308434,37,11,005900,2,38
0308434,37,02,,2,04
0308434,37,00,,1,00
0308447,37,13,052000,2,34
0308447,37,01,,2,06
0308447,37,01,,2,04
0308490,01,09,024000,1,40
0308490,01,06,016000,2,32
0308490,01,02,,1,04
0308529,47,09,011000,1,22
0308600,47,11,041300,1,42
0308600,47,09,028000,2,32
0308600,47,02,,1,10
0308600,47,01,,2,05
0308616,47,13,000000,2,47
0308616,47,15,000300,1,49
0308616,47,07,000000,2,18
0308616,47,06,000000,1,15
0308616,47,04,,1,11
0308616,47,02,,2,08
0308715,47,15,000000,1,49
0308715,47,13,054000,2,46
0308715,47,02,,2,10
0308715,47,02,,1,07
0308781,47,09,000000,2,82
0308781,47,09,000000,1,82
0308817,47,13,040000,2,45
0308817,47,14,150000,1,52
0308883,47,14,000000,1,57
0308883,47,15,000000,2,54
0308896,47,07,000000,2,79
0308896,47,11,042300,2,55
0308967,47,09,065000,1,32
0308967,47,12,016000,2,31
0308967,47,02,,1,05
0308967,47,02,,1,03
0309007,37,05,000000,2,62
0309007,37,06,000000,2,31
0309007,37,02,,2,07
0309068,47,15,065000,1,41
0309068,47,11,003900,2,36
0309068,47,02,,1,06
0309068,47,01,,1,03
0309068,47,00,,2,00
0309086,47,13,088000,1,52
0309086,47,11,000000,2,50
0309143,47,16,036000,1,32
0309185,47,09,034000,1,51
0309194,47,09,001300,2,34
0309281,47,09,024000,1,30
0309281,47,01,,2,06
0309281,47,00,,2,00
0309281,47,08,000000,2,55
0309291,47,09,060000,1,27
0309291,47,09,003000,2,29
0309347,47,07,000000,1,70
0309347,47,13,012000,2,48
0309347,47,11,022000,1,40
0309347,47,09,048000,1,48
0309371,47,09,058000,1,53
0309371,47,09,030000,2,40
0309371,47,04,,2,14
0309371,47,03,,2,12
0309388,47,14,000000,1,71
0309388,47,14,071000,2,66
0309632,47,12,004900,1,72
0309632,47,09,000000,2,71
0309632,47,09,013600,1,50
0309738,47,08,006300,2,53
0309738,47,11,017000,2,54
0309742,47,09,040000,2,51
0309750,47,07,000000,2,42
0309789,48,09,000000,1,29
0309919,47,13,036000,1,35
0309926,20,01,023000,1,37
0309926,20,01,031000,2,37
0309926,20,04,,1,13
0309926,20,02,,1,04
0310005,47,09,075000,1,41
0310005,47,11,021000,2,34
0310005,47,03,,2,11
0310005,47,04,,1,14
0310247,47,12,046000,2,51
0310387,47,09,030000,1,37
0310409,38,11,030000,1,36
0310409,37,12,033000,2,34
0310409,37,04,,1,14
0310409,37,00,,2,02
0310537,47,11,000000,1,77
0310537,47,09,000000,2,78
0310637,01,11,012100,2,51
0310637,01,02,,1,06
0310695,47,09,000000,2,37
0310695,47,07,000000,2,17
0310695,47,04,000000,2,15
0310832,47,09,000000,2,71
0310850,47,09,029000,2,43
0310850,47,10,052000,1,46
0310869,37,09,000000,1,27
0310964,47,09,038000,2,52
0310964,47,13,000000,1,54
0311251,47,15,050000,1,38
0311251,47,04,000000,2,35
0311251,47,02,,1,10
0311251,47,02,,2,09
0311251,47,02,,2,06
0311492,47,10,030000,1,64
0311586,47,09,013200,1,59
0311586,47,09,005000,2,56
0311640,47,09,000000,2,81
0311754,01,07,000000,1,38
0311754,01,11,000000,2,32
0311754,01,00,,2,01
0311869,47,09,000000,2,74
0311869,47,03,,2,11
0311869,47,02,,2,07
0311869,47,09,029000,1,40
0311869,47,12,000000,2,35
0311959,47,07,011500,2,37
0311959,47,06,016000,1,16
0311959,47,02,,1,08
0311959,47,07,028000,1,31
0312011,47,09,061000,1,57
0312011,47,07,027000,2,54
0312011,47,14,013000,2,26
0312104,47,12,060000,1,43
0312104,47,12,000000,2,38
0312104,47,03,,1,12
0312106,47,11,068000,1,34
0312106,47,11,000000,2,31
0312106,47,02,,2,09
0312106,47,02,,1,07
0312256,47,12,000000,1,29
0312256,47,12,015000,2,28
0312256,47,00,,2,00
0312271,47,12,016000,2,46
0312271,47,08,006500,1,45
0312271,47,04,,2,12
0312271,47,03,,1,10
0312310,47,09,014000,2,22
0312310,47,09,022600,1,23
0312411,47,09,100000,1,48
0312411,47,09,010000,2,46
0312411,47,13,025000,1,21
0312411,47,09,000000,1,71
0312514,47,11,008300,2,20
0312929,47,11,007000,1,46
0312929,47,10,000000,2,34
0312929,47,02,,1,09
0312929,47,02,,2,06
0313016,47,13,006000,2,24
0313017,47,10,012200,1,56
0313117,47,13,050000,1,49
0313117,47,13,059000,2,47
0313117,47,06,004000,1,17
0313117,47,01,,2,10
0313266,47,09,083000,1,33
0313266,47,10,024900,2,33
0313299,47,09,000000,2,86
0313319,47,14,100000,1,46
0313319,47,14,008300,2,44
0313319,47,06,002400,2,16
0313319,47,03,,2,12
0313463,47,14,342000,1,52
0313463,47,12,096000,2,54
0313469,47,08,040000,1,64
0313469,47,09,012000,2,59
0313469,47,13,024000,1,30
0313469,01,14,014900,2,57
0313469,01,04,000000,2,40
0313708,47,08,025000,1,47
0313708,47,08,032000,2,36
0313708,47,10,001500,2,18
0313708,47,08,000000,2,16
0313755,47,14,114000,1,61
0313755,47,13,000000,2,53
0313764,47,12,028000,2,43
0313764,47,07,000000,2,17
0313789,47,14,020000,2,54
0313789,47,09,030900,1,53
0313897,47,13,038000,2,30
0313897,47,12,021700,1,28
0313907,47,13,342000,1,47
0313907,47,14,000000,2,45
0313907,47,07,003000,1,18
0313907,47,06,000000,2,15
0313986,47,09,000000,1,80
0313986,47,08,000000,2,79
0314049,47,10,067000,1,56
0314049,47,11,031400,2,61
0314106,47,09,000000,2,83
0314165,47,11,038000,1,37
0314165,47,09,000000,2,31
0314165,47,05,,1,13
0314165,47,04,,1,10
0314165,47,04,,2,12
0314165,47,12,010800,2,24
0314195,47,09,007800,2,59
0314206,47,08,342000,1,48
0314206,47,08,035600,2,47
0314206,47,09,000000,2,22
0314206,47,05,000000,1,16
0314223,47,09,000000,2,85
0314350,47,09,014500,1,42
0314370,47,09,000000,1,83
0314381,47,09,020000,1,43
0314381,47,09,020000,2,42
0314381,47,05,000000,1,16
0314539,47,13,037100,1,49
0314627,47,07,025000,1,51
0314627,47,04,018500,2,49
0314627,47,09,026000,1,23
0314662,47,09,000000,1,43
0314662,47,11,007000,2,36
0314662,47,02,,1,11
0314662,47,02,,1,07
0314662,47,00,,2,02
0314662,47,05,011000,1,67
0314675,47,11,023000,2,24
0314675,47,09,000000,1,27
0314675,47,01,,2,05
0314675,47,00,,2,00
0314808,47,15,342000,1,46
0314808,47,14,009600,2,45
0314808,47,07,006800,1,17
0314928,47,14,095000,1,43
0314928,47,12,000000,2,40
0314928,47,03,,2,12
0314928,47,03,,2,12
0314928,47,02,,2,09
0314977,47,04,000000,1,65
0314977,47,09,000000,2,66
0315006,47,13,052000,1,28
0315006,47,14,012100,2,27
0315008,47,10,027000,2,32
0315008,47,09,021000,2,22
0315033,47,09,000000,2,77
0315033,47,07,000000,1,75
0315113,47,14,072000,1,31
0315113,47,13,030000,2,31
0315113,47,01,,1,04
0315113,47,00,,2,01
0315319,37,06,000000,2,74
0315319,37,11,002400,2,36
0315319,37,13,022000,2,33
0315332,47,09,018000,2,38
0315332,47,09,019200,2,41
0315547,47,14,030000,1,44
0315547,47,03,,1,12
0315547,47,02,,1,10
0315547,47,11,000000,2,37
0315547,47,02,,2,06
0315547,47,02,,2,06
0315769,47,09,033000,1,45
0315769,47,09,015300,1,22
0315922,47,05,000000,2,78
