serial_no,race,education,income,gender,age
0304334,47,07,002500,2,18
0304334,47,04,,1,14
0304356,47,11,035000,1,26
0304356,47,13,028000,2,23
0304451,47,07,000000,1,83
0304451,47,09,000000,2,79
0304462,47,10,004100,1,20
0304504,47,06,000000,2,26
0304504,47,02,,2,09
0304504,47,01,,1,05
0304531,47,09,055000,1,32
0304531,47,10,000000,2,33
0304531,47,02,,2,08
0304531,47,02,,2,05
0304531,47,00,,1,02
0304559,47,09,012000,1,50
0304559,47,09,020000,2,46
0304559,47,09,021000,1,20
0304559,47,05,001000,2,16
0304589,47,14,037000,2,27
0304589,47,14,054000,1,28
0304641,47,09,000000,1,74
0304641,47,06,000000,2,74
0304699,47,07,041600,1,70
0304699,47,09,000000,2,60
0304721,47,09,010800,1,48
0304773,47,03,000000,1,78
0304823,47,12,019000,1,40
0304876,47,13,150000,1,66
0304876,47,11,000000,2,47
0304962,47,15,025000,1,44
0304993,47,09,051000,1,50
0304993,47,11,049500,2,47
0304993,47,10,018900,2,23
0305086,32,13,029000,2,34
0305115,47,09,021600,2,56
0305164,47,05,020500,2,57
0305241,47,09,025000,1,53
0305241,47,09,004500,2,52
0305258,47,11,002800,2,19
0305332,47,14,048500,1,44
0305332,47,13,016000,2,44
0305332,47,02,,2,10
0305332,47,01,,1,05
0305332,71,03,,2,13
0305398,47,13,000550,1,68
0305398,47,14,000000,2,69
0305400,47,09,015000,2,41
0305400,47,06,001400,2,16
0305400,47,04,,1,13
0305435,47,08,021700,1,51
0305435,47,08,000000,2,51
0305513,47,14,035900,2,26
0305513,47,13,034600,1,26
0305526,47,09,000000,1,49
0305526,47,09,006000,2,40
0305526,47,04,000000,1,15
0305567,47,10,025000,1,42
0305567,47,12,006000,2,27
0305567,47,00,,1,02
0305567,47,00,,1,00
0305614,47,13,051000,1,51
0305614,47,09,036100,2,47
0305615,47,07,000000,2,93
0305636,47,09,044000,1,48
0305636,47,09,042400,1,25
0305649,47,12,030000,1,31
0305649,47,12,005000,2,35
0305671,47,04,000000,2,76
0305763,47,12,036000,1,33
0305763,47,12,043000,2,33
0305812,47,06,000000,1,79
0305812,47,09,000000,2,78
0305849,47,12,000000,1,55
0305849,47,09,003000,2,54
0305866,47,10,023400,2,31
0305866,47,01,,1,07
0305876,47,05,000000,2,83
0305922,47,05,000000,1,93
0305984,47,09,000000,1,72
0305984,47,09,043000,2,68
0305984,47,14,000000,2,40
0305984,47,13,000000,1,36
0306003,47,09,018000,1,28
0306003,47,02,,2,08
0306209,47,13,000000,2,73
0306242,47,09,027000,1,34
0306242,47,13,027000,2,31
0306258,47,09,025000,2,49
0306258,47,09,000000,1,52
0306258,47,09,005000,1,20
0306331,47,08,000000,1,77
0306331,47,09,000000,2,70
0306387,47,12,041000,1,29
0306387,47,14,037300,2,34
0306387,47,00,,1,01
0306501,47,13,053000,1,51
0306501,47,14,047900,2,51
0306501,47,13,019100,2,26
0306518,47,09,000000,2,72
0306593,47,08,000000,2,75
0306652,47,09,000000,2,85
0306718,47,09,000000,2,77
0306743,47,13,000000,1,58
0306743,47,11,000000,2,50
0306783,47,07,000000,1,81
0306783,47,06,000000,2,85
0306803,47,13,069000,1,48
0306803,47,14,035400,2,48
0306803,47,07,001800,2,18
0306883,47,14,025000,1,64
0306883,47,12,000000,2,64
0306883,47,12,000290,1,34
0306917,01,09,055000,1,52
0306917,47,09,020000,2,54
0306917,01,04,000000,2,15
0306922,47,11,000000,2,73
0306977,47,09,023600,2,57
0307007,47,09,021000,1,46
0307007,47,03,,1,13
0307007,47,02,,2,10
0307007,47,10,023000,2,40
0307102,47,14,000000,2,73
0307192,47,11,002800,2,20
0307230,47,09,045000,1,30
0307230,47,13,041000,2,27
0307266,47,09,000000,1,73
0307314,47,09,000000,1,72
0307314,47,09,000000,2,62
0307352,47,13,030000,1,35
0307352,47,13,033000,2,33
0307352,47,00,,2,00
0307434,47,11,001500,1,19
0307445,47,09,041900,1,56
0307445,47,12,004200,2,52
0307538,47,09,000000,1,29
0307538,47,09,028300,2,25
0307538,47,01,,1,03
0307564,47,03,000000,1,93
0307589,47,09,000000,1,55
0307589,47,09,000000,2,52
0307589,47,09,014900,2,27
0307609,47,14,006700,2,43
0307609,20,13,036900,1,32
0307609,62,02,,2,07
0307609,62,01,,2,04
0307705,47,11,000000,2,85
0307738,10,12,060000,1,38
0307738,10,08,006800,2,45
0307738,10,03,,1,11
0307738,10,02,,2,09
0307738,10,02,,1,07
0307742,47,11,003900,2,21
0307754,47,09,043100,1,45
0307754,47,09,052000,2,42
0307754,47,11,005900,1,20
0307754,47,03,,2,12
0307756,47,13,054000,1,52
0307756,47,13,064000,2,49
0307756,47,06,002000,2,17
0307756,47,05,,2,14
0307871,47,13,007000,1,47
0307871,47,06,000000,2,40
0307871,47,02,,2,09
0307871,47,02,,2,07
0307871,47,02,,1,06
0307871,47,11,000000,2,74
0307873,47,11,000000,1,53
0307873,47,12,038900,2,50
0307908,37,12,012500,1,47
0307974,47,10,034000,1,39
0307974,47,12,009200,2,39
0307974,48,03,,2,12
0307974,47,02,,1,11
0307974,47,02,,1,11
0307974,48,02,,2,09
0307982,47,09,000000,2,42
0307982,47,02,,1,09
0307982,47,09,000000,1,51
0307984,47,12,052000,1,37
0307984,47,12,020000,2,38
0307984,47,01,,1,03
0307984,47,13,024000,1,31
0308076,47,14,050000,2,47
0308076,47,09,007200,1,47
0308076,47,09,014700,2,23
0308076,47,07,002500,1,17
0308076,47,00,,2,00
0308107,47,13,003000,1,21
0308107,47,13,011200,2,28
0308118,47,10,001400,1,64
0308118,47,12,001300,2,63
0308247,47,10,036000,1,39
0308247,47,09,024200,2,49
0308247,47,09,017000,1,28
0308268,47,10,044000,1,45
0308268,47,10,018000,2,43
0308268,47,03,,1,12
0308268,47,02,,1,08
0308321,47,13,012000,1,42
0308321,47,13,007000,2,37
0308350,47,12,025000,1,28
0308365,47,08,025000,1,35
0308423,47,10,050000,1,44
0308423,47,12,019000,2,50
0308423,47,05,002000,2,16
0308423,47,04,000000,1,15
0308434,47,09,030000,2,44
0308434,47,09,004000,1,20
0308447,47,09,020000,1,48
0308447,47,01,,2,06
0308447,47,06,012000,2,43
0308490,47,09,002500,1,18
0308529,47,12,022000,2,65
0308595,47,09,044000,1,39
0308595,47,12,036000,2,49
0308595,47,08,020000,1,25
0308595,47,09,010000,1,20
0308600,37,08,000000,1,47
0308616,47,13,042500,1,56
0308616,47,12,002700,2,59
0308689,47,09,024000,1,56
0308689,47,11,024100,2,56
0308689,47,12,019000,1,23
0308715,47,12,000000,1,49
0308715,47,12,032000,2,44
0308715,47,06,000390,2,16
0308746,47,10,005000,1,18
0308781,47,11,000000,2,21
0308781,47,11,001300,2,21
0308781,47,11,001300,2,20
0308817,47,13,020100,1,51
0308883,47,08,024700,1,34
0308883,47,09,021200,2,34
0308883,47,04,000000,2,15
0308883,47,02,,2,11
0308883,47,02,,2,09
0308883,47,02,,1,07
0308883,47,00,,1,00
0308896,47,11,000000,1,50
0308896,47,11,000000,2,43
0308896,47,09,020800,1,21
0308896,47,07,000000,1,18
0308896,47,06,000000,2,17
0308896,47,04,000000,2,15
0308896,47,02,,2,08
0308967,47,09,035000,1,37
0309007,47,07,029000,1,59
0309007,47,09,028000,2,52
0309086,47,14,130000,1,45
0309086,47,13,016000,2,44
0309086,47,04,,1,14
0309086,47,03,,2,11
0309127,47,13,309000,1,42
0309127,47,11,000000,2,41
0309127,47,05,000000,1,16
0309127,47,04,000000,1,15
0309127,47,03,,2,12
0309127,47,02,,1,10
0309143,37,12,021000,2,66
0309185,47,09,032900,1,56
0309194,47,13,048000,1,34
0309194,47,13,025000,2,30
0309231,47,08,000000,2,59
0309231,47,11,000000,1,65
0309281,47,09,002500,1,74
0309321,47,11,023500,2,42
0309321,47,11,025000,1,41
0309321,47,04,000000,2,15
0309321,47,03,,1,12
0309347,47,13,046200,1,53
0309347,47,13,020900,2,47
0309347,47,09,000000,2,19
0309347,47,04,,2,14
0309347,47,04,005000,1,74
0309371,47,14,031000,2,33
0309388,47,10,000000,1,57
0309388,47,11,000000,2,52
0309473,47,09,000000,2,58
0309535,47,12,015200,2,27
0309535,47,10,022000,1,28
0309587,47,09,029000,1,47
0309587,47,09,030000,1,45
0309632,47,09,000000,2,72
0309632,47,09,000000,1,83
0309632,47,09,025800,2,41
0309680,47,11,021000,1,44
0309680,47,09,022000,2,46
0309680,47,09,013000,1,20
0309738,47,09,044000,1,56
0309738,47,09,020500,2,54
0309742,47,11,019600,1,57
0309742,47,10,032000,2,55
0309750,37,09,033300,2,39
0309750,37,05,016300,1,55
0309789,47,09,000000,2,81
0309808,47,09,018400,1,61
0309859,47,07,002000,1,74
0309919,47,09,024200,1,40
0309919,47,10,020400,2,42
0309919,47,03,,1,12
0309926,47,13,000000,2,69
0309926,47,14,043800,2,62
0310005,47,04,000000,2,93
0310247,47,10,010600,2,38
0310247,47,04,,1,13
0310275,47,07,039500,1,47
0310275,47,08,005100,2,18
0310301,47,10,000000,1,67
0310387,47,10,045000,1,39
0310387,47,12,020000,2,32
0310387,47,06,000000,2,16
0310387,47,02,,2,11
0310387,47,02,,2,07
0310387,47,02,,2,07
0310400,47,06,000000,1,48
0310400,47,08,004000,2,18
0310409,47,11,006000,2,20
0310498,47,09,000000,1,81
0310498,47,09,000000,2,83
0310537,47,09,000000,1,66
0310537,47,10,016000,2,68
0310577,47,04,080000,2,69
0310637,47,12,173000,1,20
0310637,47,11,012000,1,20
0310637,47,11,015000,1,20
0310648,47,11,045000,1,41
0310648,47,09,014000,2,40
0310648,47,07,011000,1,18
0310648,47,04,,2,14
0310827,47,09,049200,1,41
0310832,47,08,038700,1,64
0310850,47,09,016800,2,45
0310856,47,13,040100,1,53
0310856,47,14,027000,2,54
0310869,47,13,080000,1,38
0310869,47,13,044000,2,35
0310869,47,02,,1,07
0310964,47,13,024000,1,30
0311019,47,09,000000,1,74
0311019,47,09,000000,2,77
0311231,47,09,014600,2,23
0311231,47,09,037000,1,24
0311251,37,09,000000,2,28
0311251,37,01,,1,09
0311251,37,01,,2,08
0311251,37,01,,2,06
0311251,37,01,,1,05
0311251,37,00,,1,02
0311251,37,00,,2,00
0311251,37,07,032000,1,38
0311271,47,10,075000,1,43
0311271,47,15,042000,2,39
0311271,47,01,,2,05
0311271,47,00,,2,02
0311391,47,13,121000,1,50
0311391,47,08,031400,2,44
0311391,47,07,000300,2,18
0311391,47,04,000000,1,15
0311391,47,03,,2,12
0311419,47,12,090000,1,40
0311419,47,12,007600,2,37
0311419,47,02,,2,08
0311452,47,14,060000,1,54
0311452,47,09,030000,2,52
0311492,47,09,000000,2,41
0311586,47,09,060000,1,42
0311640,47,09,000000,1,36
0311640,47,15,007000,2,34
0311640,47,04,,1,14
0311640,47,04,,1,13
0311643,47,05,000000,1,74
0311643,47,04,000000,1,72
0311646,47,13,044000,1,46
0311646,47,10,055000,2,38
0311754,47,12,034200,1,30
0311869,47,09,025000,1,43
0311869,47,10,000000,2,42
0312011,47,09,032700,1,58
0312011,47,09,000000,2,55
0312044,47,01,000000,1,83
0312044,47,09,000000,2,72
0312044,47,09,004200,2,34
0312104,47,09,000000,1,65
0312106,47,12,026000,2,35
0312106,47,05,000000,1,15
0312106,47,03,,2,12
0312184,47,14,075000,1,36
0312184,47,09,002600,2,35
0312184,47,01,,2,04
0312184,47,00,,2,01
0312256,47,09,000000,1,80
0312271,47,09,000000,2,83
0312329,47,11,015700,2,37
0312329,47,06,000000,1,34
0312329,47,09,016200,1,19
0312329,47,07,008100,2,18
0312329,47,04,,1,14
0312329,47,04,,1,14
0312329,47,00,,2,02
0312329,47,00,,2,02
0312356,47,12,042000,1,43
0312356,47,09,003000,2,43
0312405,47,12,050000,2,44
0312411,47,12,016000,1,67
0312411,47,09,000000,2,60
0312498,47,11,037600,1,56
0312498,47,10,024300,2,50
0312514,28,14,055000,1,32
0312514,28,11,009000,2,26
0312514,28,01,,1,04
0312514,28,00,,1,00
0312560,47,04,000000,2,82
0312595,47,13,043000,2,25
0312610,47,09,026000,2,41
0312610,47,09,025600,1,38
0312775,47,10,042100,1,35
0312833,47,09,042000,1,38
0312833,47,08,000000,2,41
0312833,47,00,,1,00
0312833,47,08,002800,2,18
0312833,47,03,,1,10
0312858,37,11,014200,2,29
0312858,37,02,,1,06
0312858,37,02,,2,05
0312858,37,01,,2,04
0312929,47,09,051000,1,60
0312929,47,09,000000,2,58
0312949,47,13,043200,1,32
0312949,47,13,000920,2,34
0312949,47,02,,1,06
0312949,47,01,,1,04
0312949,47,00,,2,02
0313016,47,09,022000,1,40
0313016,66,09,000000,2,39
0313016,66,04,,1,14
0313017,47,15,046400,2,66
0313041,47,09,052000,1,47
0313041,47,12,034000,2,34
0313066,47,13,080000,1,39
0313066,47,02,,1,07
0313117,47,13,026000,1,55
0313117,47,13,068000,2,51
0313117,47,04,000000,1,15
0313117,47,02,,2,09
0313126,47,09,015100,1,34
0313131,47,03,000000,1,93
0313131,47,04,000000,2,80
0313198,47,13,030100,2,29
0313266,47,09,024000,1,41
0313266,47,09,011000,2,40
0313266,47,07,002000,2,18
0313266,47,04,000000,1,15
0313266,47,02,,1,11
0313299,47,13,025000,1,48
0313299,47,09,030000,1,53
0313319,47,10,000760,2,64
0313319,47,10,017000,2,42
0313432,47,13,011000,1,67
0313432,47,13,045000,2,63
0313463,47,11,005000,1,20
0313469,47,08,000000,1,65
0313495,47,14,060000,1,45
0313495,01,14,060000,2,45
0313570,47,10,042000,1,48
0313570,47,08,000000,2,48
0313570,47,07,002300,1,18
0313570,47,05,000000,1,15
0313570,47,02,,2,09
0313708,47,09,000000,1,80
0313755,37,09,004200,1,39
0313764,47,11,020200,1,23
0313764,47,10,031100,2,25
0313764,47,02,,1,06
0313764,47,02,,1,06
0313764,47,00,,2,00
0313789,47,09,030000,1,63
0313897,47,09,000000,1,65
0313897,47,11,000000,2,63
0313907,47,13,063000,1,30
0313907,47,13,000000,2,30
0313907,47,01,,1,05
0313907,47,00,,2,01
0313952,47,10,007000,2,19
0313986,37,09,050000,1,54
0314049,47,09,023000,2,40
0314049,47,09,028000,1,41
0314054,47,10,001500,1,19
0314106,47,09,024000,1,35
0314110,47,09,000000,1,63
0314161,47,11,000000,2,93
0314165,47,10,025000,1,31
0314165,47,13,040000,2,30
0314195,47,11,006000,1,22
0314195,47,11,008500,1,22
0314195,47,11,002000,1,21
0314195,47,11,001400,1,20
0314206,47,09,010400,1,46
0314206,47,05,000000,2,34
0314223,47,11,040000,1,23
0314270,47,10,002800,1,53
0314270,47,10,040700,2,53
0314331,47,09,060000,1,56
0314331,47,09,000000,2,51
0314331,47,07,000000,2,17
0314346,47,14,060000,1,50
0314346,47,09,020300,2,48
0314346,47,09,019000,1,22
0314346,47,11,006500,1,20
0314346,47,06,002400,1,17
0314350,47,11,004400,1,20
0314370,47,11,000000,1,47
0314370,47,13,042300,2,41
0314370,47,02,,1,06
0314381,47,10,028000,2,50
0314487,47,09,000000,1,76
0314487,47,09,000000,2,69
0314500,47,04,000000,2,88
0314627,47,09,025000,1,22
0314627,47,11,029000,2,23
0314637,47,09,011200,2,37
0314637,47,02,,2,10
0314637,47,02,,2,08
0314662,47,09,000000,2,72
0314662,47,09,000000,1,45
0314675,47,12,100000,1,54
0314675,47,11,020000,2,51
0314715,47,09,038000,1,44
0314715,47,10,034000,2,42
0314731,47,13,014000,2,23
0314731,47,11,014000,1,24
0314808,37,06,021000,1,32
0314858,47,13,038000,1,49
0314858,47,12,038000,2,50
0314928,47,09,020600,2,64
0314977,47,09,014000,2,57
0315006,47,10,021500,2,27
0315008,47,13,042900,2,35
0315033,47,09,002400,1,33
0315050,47,12,080000,1,39
0315050,47,12,007000,2,37
0315050,47,05,005000,1,16
0315050,47,04,,2,14
0315050,47,02,,1,09
0315113,47,09,028900,1,44
0315113,47,09,006800,2,41
0315113,47,04,,2,13
0315113,47,02,,2,08
0315332,47,07,025000,1,41
0315367,47,11,015000,2,35
0315367,47,10,035000,1,37
0315367,47,01,,2,08
0315519,47,11,037400,1,34
0315519,47,11,028000,2,33
0315519,47,02,,1,10
0315519,47,02,,2,06
0315519,47,02,,2,05
0315547,47,09,036000,1,49
0315547,47,09,000000,2,40
0315547,47,03,,1,10
0315547,47,02,,2,09
0315730,47,11,000000,1,68
0315730,47,11,000000,2,63
0315730,47,15,027000,2,26
0315769,47,10,000000,1,62
0315769,47,10,000000,2,61
0315941,47,07,006500,2,19
0315941,47,00,,1,02
0316012,37,09,003700,2,35
0316012,37,08,003200,1,18
0316012,37,02,,1,10
0316012,37,02,,2,09
0316021,47,09,030000,2,38
0316040,47,07,000000,2,83
0316099,47,09,040000,1,41
0316099,47,09,026000,2,38
0316099,47,06,002100,2,17
0316099,47,04,000000,1,16
0316246,47,12,039500,1,46
0316246,47,05,005000,2,45
0316246,47,09,006500,2,19
0316326,47,07,030000,1,53
0316326,47,09,011000,2,53
0316326,47,09,019800,2,31
0316326,47,02,,1,07
0316334,47,11,052000,1,29
0316334,47,12,024800,2,29
0316367,47,09,013800,1,24
0316367,47,12,017000,2,25
0316367,47,00,,1,01
0316415,47,04,000000,2,78
0316426,47,04,000000,2,69
0316449,47,04,000000,1,74
0316452,47,11,000000,2,80
0316576,47,10,005000,1,19
0316578,47,12,025000,1,32
0316578,47,11,013500,2,24
0316655,47,12,022700,1,38
0316655,47,12,005000,2,33
0316655,47,02,,1,08
0316655,47,02,,1,05
0316733,47,09,000000,1,46
0316733,47,12,001500,2,32
0316767,47,09,035000,1,35
0316767,47,12,000000,2,35
0316767,47,03,,1,13
0316767,47,02,,1,11
0316767,47,01,,1,06
0316780,01,07,033600,2,24
0316780,01,07,040000,1,22
0316780,01,02,,2,05
0316780,01,02,,2,04
0316814,47,04,000000,1,74
0316814,47,06,015700,2,49
0316814,47,09,016500,1,24
0316876,47,12,034800,1,33
0316876,47,13,045500,2,35
0317029,47,09,052000,1,54
0317029,47,09,030700,2,52
0317161,47,09,010300,2,58
0317161,47,09,039500,1,61
0317184,47,11,010000,2,42
0317262,47,04,000000,1,65
0317262,47,04,000000,2,65
0317335,47,14,050000,1,62
0317335,47,14,000000,2,75
0317354,47,09,000000,2,79
0317390,47,09,015000,1,30
0317514,47,11,000000,2,73
0317524,47,04,000000,1,81
0317524,47,09,000000,2,73
0317617,47,12,080000,1,36
0317715,47,08,000000,2,59
0317715,47,09,000000,1,34
0317715,47,09,001400,1,18
0317766,47,09,004000,1,82
0317766,47,09,000000,2,74
0317778,47,11,000000,1,76
0317809,47,09,008000,2,64
0317839,47,09,000000,2,75
0317954,01,03,000000,1,82
0317954,01,03,000000,2,55
0317954,01,12,026000,1,23
0317975,47,13,035000,2,26
0317975,47,13,055000,1,26
0317980,47,10,000000,1,62
0318032,47,13,060000,2,42
0318032,47,13,045000,1,43
0318032,47,04,,2,13
0318032,47,03,,2,11
0318065,47,09,008000,1,23
0318099,47,13,060000,1,32
0318149,47,13,053000,1,55
0318149,32,10,023000,2,55
0318149,32,11,017000,1,20
0318184,47,14,044300,1,41
0318184,47,13,038000,2,37
0318188,37,12,005000,2,22
0318333,47,10,001100,1,18
0318367,47,13,053000,2,53
0318367,47,06,007500,1,18
0318498,47,11,000720,2,24
0318498,47,02,,2,09
0318498,68,02,,1,04
0318523,47,10,089000,1,56
0318523,47,09,000000,2,56
0318523,47,09,034000,1,26
0318538,37,06,000000,1,66
0318538,37,09,017100,2,33
0318553,47,06,017900,1,69
0318553,47,11,000000,2,66
0318719,47,11,038500,1,30
0318719,47,11,030000,2,33
0318719,47,00,,1,00
0318751,47,01,014700,1,37
0318798,47,05,000000,2,77
0318829,47,09,001400,1,64
0318829,47,09,000000,2,64
0318874,37,07,021000,1,31
0318992,47,09,000000,2,66
0319014,47,05,022000,1,65
0319215,47,09,000000,1,77
0319242,47,16,000000,2,81
0319243,47,11,000000,2,84
0319330,47,13,040000,1,47
0319385,47,11,004100,1,21
0319459,47,11,034000,1,37
0319464,47,09,000000,2,87
0319464,47,09,000000,1,57
0319491,47,09,022400,2,36
0319491,47,09,027600,1,38
0319491,47,05,,2,13
0319491,47,03,,1,12
0319491,47,02,,1,06
0319556,47,08,042000,1,26
0319556,47,09,042000,1,23
0319607,47,13,027900,2,45
0319607,47,03,,1,12
0319607,47,02,,1,10
0319618,47,11,028000,2,29
0319618,47,11,024000,1,27
0319744,47,11,025000,1,37
0319744,47,02,,1,10
0319818,47,01,030800,1,51
0319818,47,01,018300,2,49
0319818,47,01,000000,2,25
0319818,47,05,008700,2,20
0319818,47,01,000000,2,19
0319818,47,07,003700,1,17
0319818,47,05,000000,2,15
0319818,47,03,,2,13
0319877,47,13,050000,1,40
0319877,47,14,043400,2,39
0319877,47,02,,2,10
0319877,47,02,,2,08
0319877,47,02,,2,06
0319961,47,08,003300,1,37
0320042,47,11,014800,1,83
0320042,47,09,000000,2,89
0320111,47,13,071000,1,39
0320111,47,10,000000,2,36
0320111,47,04,,2,14
0320111,47,02,,2,08
0320111,47,01,,1,04
0320176,47,09,000000,2,74
0320176,47,09,000000,1,82
0320228,32,11,044000,1,44
0320247,47,09,037100,1,43
0320247,47,09,007700,2,44
0320247,47,05,000000,2,16
0320247,47,03,,1,13
0320247,47,02,,1,11
0320279,47,09,003900,1,72
0320279,47,11,000000,2,68
0320279,47,06,000900,2,17
0320388,47,04,000000,1,86
0320403,47,10,013400,1,48
0320403,47,09,011900,2,55
0320428,47,09,039400,1,47
0320428,47,10,027900,2,46
0320428,47,11,024100,1,24
0320428,47,11,007000,2,23
0320449,37,13,022200,2,32
0320449,37,11,025400,1,38
0320449,37,01,,2,03
0320449,37,00,,2,01
0320492,47,11,013000,2,24
0320492,47,00,,2,02
0320492,47,12,021100,1,24
0320539,47,12,032800,1,28
0320539,47,14,039000,2,40
0320539,47,07,007100,1,18
0320539,47,05,000000,2,15
0320592,47,03,000000,2,83
0320615,71,13,027900,2,28
0320615,47,13,000000,1,31
0320634,47,13,040000,1,52
0320634,47,13,045000,2,52
0320659,47,14,010000,2,45
0320683,47,09,021200,2,60
0320683,47,09,024700,2,39
0320683,47,13,038000,2,35
0320752,37,11,025000,2,43
0320752,37,10,055000,1,48
0320752,37,07,000000,2,16
0320752,37,02,,1,08
0320752,37,02,,2,07
0320752,37,02,,2,06
0320752,37,02,,2,10
0320752,01,02,,1,06
0320752,01,02,,1,04
0320856,47,06,000000,1,68
0320856,47,06,000000,2,78
0320873,47,12,080000,1,42
0320873,47,09,030600,2,45
0320891,47,10,045000,1,25
0320935,47,11,042000,1,49
0320935,47,13,060000,2,49
0320935,47,09,003300,2,18
0320962,47,16,000000,1,55
0320967,47,09,098000,1,53
0320967,47,13,000000,2,52
0320967,47,04,,2,14
0320978,47,13,029000,2,30
0321039,47,12,077000,1,53
0321039,47,09,015000,2,43
0321039,47,04,000000,2,15
0321116,47,09,005000,1,38
0321116,47,09,024000,2,35
0321116,47,04,,2,14
0321116,47,03,,1,12
0321225,47,09,037000,1,62
0321225,47,13,046000,2,59
0321384,47,09,040900,1,55
0321384,47,09,018800,2,52
0321384,47,11,015600,2,20
0321384,47,04,,2,14
0321401,47,08,045000,1,31
0321406,47,11,000000,1,45
0321406,47,14,000000,2,46
0321441,47,11,000000,1,77
0321441,47,09,000000,2,75
0321551,47,10,003300,1,19
0321558,47,11,000000,2,85
0321565,47,12,047000,1,47
0321567,47,09,000000,1,73
0321567,47,09,000000,2,65
0321674,47,09,052000,1,53
0321674,47,09,020000,2,52
0321716,47,13,072000,1,49
0321716,47,14,040000,2,49
0321777,47,09,040000,1,40
0321777,47,08,000000,2,44
0321777,47,05,006000,1,16
0321777,47,07,000000,1,15
0321777,47,05,,1,13
0321777,47,02,,1,08
0321777,47,02,,1,04
0321777,47,00,,2,02
0321863,47,03,000000,1,85
0321863,47,04,000000,2,83
0321877,47,09,025000,1,28
0321877,47,11,017000,2,23
0321953,32,13,034000,2,70
0321953,32,05,000000,2,51
0321953,47,04,000000,1,53
0322008,47,09,016100,2,46
0322008,47,09,003600,1,52
0322010,37,09,005000,2,29
0322019,47,05,000000,1,74
0322019,47,04,000000,2,77
0322179,47,10,000320,2,66
0322203,47,09,000030,2,52
0322203,47,09,000000,1,50
0322209,47,09,000000,1,76
0322228,47,12,003700,2,39
0322228,47,12,052000,1,37
0322228,47,02,,1,07
0322228,47,02,,1,06
0322228,47,00,,1,02
0322312,47,12,031200,1,49
0322312,47,11,028300,2,50
0322312,47,11,005300,1,21
0322325,37,12,000000,1,25
0322343,47,11,055000,1,44
0322343,47,09,026000,2,43
0322417,47,13,000000,1,55
0322417,47,11,001800,2,52
0322447,47,11,048000,1,38
0322447,47,04,,2,14
0322447,47,03,,2,11
0322454,47,13,000000,2,86
0322508,47,09,000000,1,56
0322508,47,09,000000,2,53
0322508,47,09,020000,1,30
0322520,47,10,000000,1,78
0322520,47,09,000000,2,79
0322538,47,11,020900,2,41
0322567,47,09,000000,2,64
0322620,47,14,040000,2,58
0322714,47,09,053000,1,45
0322714,47,09,020000,2,44
0322714,47,11,000000,2,24
0322714,47,11,008300,1,19
0322714,47,07,004200,2,18
0322718,47,02,000000,1,76
0322742,47,10,060000,1,48
0322742,47,11,030800,2,46
0322891,47,05,000000,1,74
0322891,47,04,000000,2,66
0322911,47,12,045000,1,38
0322911,47,13,035000,2,36
0322911,47,02,,2,09
0322911,47,02,,2,07
0322911,47,02,,2,05
0322929,47,13,043500,1,52
0322929,47,12,031400,2,45
0322977,47,04,032000,1,39
0322977,47,00,,2,00
0322977,47,02,,2,05
0322977,47,09,002400,2,36
0322984,47,14,025000,1,64
0322984,47,11,000000,2,52
0322994,47,09,003500,1,68
0322994,47,09,001600,2,64
0323095,47,10,003400,2,19
0323104,37,09,008600,1,27
0323104,37,09,005000,2,27
0323107,37,11,025000,1,29
0323144,47,09,000000,1,67
0323144,47,09,000000,2,62
0323223,47,08,026900,1,47
0323228,47,04,000830,1,75
0323228,47,09,000000,2,74
0323302,01,09,022000,1,56
0323352,47,11,000000,2,85
0323368,47,09,000000,2,76
0323384,47,04,000000,1,93
0323384,47,09,000000,2,84
0323408,47,13,038000,1,47
0323408,47,11,028000,2,47
0323429,47,09,043500,1,63
0323429,47,09,000000,2,62
0323430,47,09,049700,1,58
0323430,47,09,000000,2,54
0323439,47,12,029000,1,24
0323439,47,12,029700,2,26
0323464,47,15,030000,1,57
0323464,47,11,000000,2,53
0323543,47,13,000000,1,54
0323543,47,11,023000,2,53
0323547,47,12,080000,1,33
0323547,47,09,000000,2,31
0323547,47,02,,2,07
0323547,47,01,,1,03
0323583,47,13,041000,1,38
0323583,47,09,010500,2,34
0323583,47,04,,1,13
0323583,47,02,,2,11
0323612,47,10,006000,2,19
0323633,47,10,020500,2,41
0323633,32,09,035600,1,45
0323633,32,05,000000,2,16
0323633,32,04,,1,14
0323644,47,11,019000,1,43
0323644,47,07,000000,2,44
0323688,47,13,000000,1,74
0323752,47,13,100000,1,54
0323752,47,14,030000,2,48
0323752,47,07,006000,2,18
0323752,47,07,006000,2,18
0323752,47,06,004000,2,16
0323786,47,07,021000,1,44
0323786,47,09,003000,2,30
0323786,47,02,,1,11
0323786,47,02,,1,10
0323786,47,02,,1,08
0323786,47,04,000000,2,15
0323813,11,14,001700,1,28
0323813,11,14,000000,2,27
0323813,11,00,,2,00
0323844,47,10,000000,1,77
0323844,47,09,021000,2,64
0323885,47,13,000000,2,70
0323915,47,13,040000,2,31
0323930,47,13,006500,1,48
0324138,47,04,000000,2,68
0324151,47,10,017300,2,26
0324151,47,01,,1,03
0324172,47,09,010000,2,57
0324172,47,09,060000,1,56
0324179,47,12,021700,2,44
0324179,47,10,032800,1,43
0324243,47,13,000000,1,54
0324243,47,13,060000,2,53
0324381,47,11,032900,1,26
