serial_no,race,education,income,gender,age
0011216,28,13,089000,1,31
0011216,47,13,035000,2,26
0011218,47,04,000000,2,77
0011224,47,09,000000,2,52
0011224,47,09,000000,1,55
0011311,47,06,010000,1,38
0011311,47,05,004500,2,35
0011331,47,13,060000,1,36
0011331,47,13,090000,2,30
0011348,47,14,000000,1,79
0011348,47,13,000000,2,72
0011476,01,07,021000,1,26
0011476,01,09,013000,2,27
0011476,01,01,,2,04
0011541,47,06,000000,2,80
0011558,47,14,000000,1,78
0011558,47,14,000000,2,81
0011586,47,09,019000,2,35
0011586,47,05,000000,2,16
0011586,47,04,000000,1,15
0011586,47,04,,1,12
0011586,47,05,000000,1,17
0011602,47,13,000000,2,57
0011602,47,14,310000,1,58
0011669,47,13,033000,1,33
0011712,47,10,057000,2,35
0011779,47,13,065000,1,41
0011779,47,11,000000,2,42
0011779,47,03,,1,13
0011779,47,02,,2,11
0011779,47,02,,1,09
0011779,47,01,,1,04
0011780,47,09,030000,1,48
0011780,47,09,035000,2,41
0011780,47,09,030000,1,21
0011780,47,03,,1,11
0011780,47,04,,1,14
0011808,47,11,013000,1,43
0011808,47,09,000000,2,41
0011808,47,04,061000,1,17
0011808,47,05,000000,2,15
0011808,47,05,000000,2,15
0011853,37,09,000000,1,30
0011878,47,09,000000,1,76
0011879,47,13,106000,1,38
0011879,47,11,015000,2,38
0011879,47,06,002000,1,16
0011879,47,04,,2,14
0011879,47,03,,1,11
0011912,47,09,008500,1,67
0011912,47,10,007200,2,64
0011925,47,13,000000,1,61
0011925,47,13,040000,2,62
0011936,47,09,037000,2,56
0011998,47,13,040000,1,34
0012065,47,12,047000,1,39
0012065,47,10,038200,2,41
0012073,47,09,023000,1,22
0012073,47,00,,2,01
0012073,48,01,,2,03
0012073,47,00,,2,02
0012073,47,09,015000,2,23
0012102,47,14,008000,1,55
0012105,47,14,045000,1,35
0012105,47,14,025000,2,32
0012105,47,00,,1,01
0012200,47,09,025000,2,32
0012200,47,04,000000,2,15
0012200,47,03,,1,12
0012200,47,02,,1,10
0012214,47,13,050000,1,32
0012214,47,13,028000,2,25
0012230,47,10,045500,2,37
0012230,47,01,,2,06
0012270,47,14,076000,1,45
0012270,47,13,034000,2,45
0012270,47,01,,1,07
0012270,47,01,,1,08
0012276,47,12,041600,1,52
0012276,47,11,003900,2,51
0012276,47,09,027600,1,24
0012330,47,01,012000,2,32
0012330,47,09,020000,1,32
0012330,47,01,,1,06
0012330,47,01,,1,04
0012370,47,11,006000,2,20
0012370,47,11,004000,2,21
0012370,47,11,004000,2,20
0012379,47,10,049800,2,47
0012379,47,09,021000,2,27
0012379,47,06,004300,1,21
0012445,47,12,026500,1,53
0012445,47,10,016300,2,47
0012450,47,11,034900,1,36
0012450,47,14,038200,2,32
0012481,37,08,000000,2,73
0012481,37,13,000000,2,47
0012552,47,12,000000,1,42
0012635,37,13,012000,1,50
0012669,37,07,000000,1,68
0012671,47,13,013000,2,28
0012671,47,11,020000,1,26
0012706,47,13,024500,1,31
0012706,47,09,000000,2,74
0012755,47,12,050000,1,52
0012755,47,11,061000,2,51
0012828,47,09,000000,2,85
0012847,47,09,029000,2,41
0012847,47,09,000000,2,82
0012939,47,11,005600,1,21
0012988,47,13,000000,2,86
0012988,47,14,000000,1,60
0012988,47,04,,2,14
0012988,47,03,,1,11
0012988,47,14,032000,2,47
0012991,47,10,022800,1,32
0012991,47,09,048500,2,32
0012991,47,01,,1,05
0012991,47,01,,1,03
0013145,47,11,007300,2,60
0013297,47,10,068000,1,56
0013425,47,09,000000,2,74
0013426,47,12,030300,2,40
0013426,47,10,000000,1,37
0013441,47,13,010000,1,65
0013441,47,12,057000,2,63
0013448,47,14,125000,1,46
0013448,47,14,000000,2,46
0013448,47,06,000000,2,16
0013448,47,04,000000,2,15
0013451,47,09,021000,1,57
0013451,47,09,000000,2,57
